site_no,rbiValue_1970,rbiValue_2020,tau,sl,S,D,varS,estimates.Sen's slope,statistic.z,p.value,null.value.z,alternative,method,parameter.n,conf.int1,conf.int2,binary_pvalue,slope_greater0,highlight
01334000,0.218949267078221,0.30391228768799,-0.0236734692007303,0.814817249774933,-29,1225,14291.6669921875,-7.67610516939326e-5,-0.234216017507648,0.814817280649534,0,two.sided,Sen's slope,50,-9.26478967925248e-4,6.85471272382659e-4,non-significant,false,true
01334500,0.211784273353725,0.268300792284217,-0.10530611872673,0.284303545951843,-129,1225,14291.6669921875,-3.63424654616999e-4,-1.07070179432068,0.284303535743958,0,two.sided,Sen's slope,50,-0.00118080861497918,3.93757017724754e-4,non-significant,false,true
01336000,0.0794567253390205,0.150145029666589,0.119999997317791,0.221984028816223,147,1225,14291.6669921875,4.4601750366205e-4,1.22126923414702,0.221984098056913,0,two.sided,Sen's slope,50,-3.13552073702866e-4,0.0014632074946979,non-significant,true,true
01346000,0.133500742475643,0.175008482615831,0.00571428565308452,0.95997166633606,7,1225,14291.6669921875,1.72936865654084e-5,0.0501891466087817,0.959971660406615,0,two.sided,Sen's slope,50,-3.92881457894714e-4,4.77318094165208e-4,non-significant,true,true
01347000,0.132561369779655,0.199107169813168,0.0481632649898529,0.627561569213867,59,1225,14291.6669921875,7.7760108287625e-5,0.485161750551557,0.627561611989235,0,two.sided,Sen's slope,50,-2.92815032071334e-4,4.12632032874679e-4,non-significant,true,true
01350000,0.327929810752309,0.389903040492893,-0.0889795944094658,0.366311192512512,-109,1225,14291.6669921875,-7.89425994989087e-4,-0.903404638958071,0.366311178847137,0,two.sided,Sen's slope,50,-0.00207448206924919,8.75720782411502e-4,non-significant,false,true
01351500,0.255478922685949,0.270697072966923,-0.257142871618271,0.00862514600157738,-315,1225,14291.6669921875,-0.00164462628153517,-2.62656533919291,0.00862514315193095,0,two.sided,Sen's slope,50,-0.00270491818016994,-5.03408495816774e-4,significant,false,true
01357500,0.178866035402404,0.240530810732156,0.0334693863987923,0.737931132316589,41,1225,14291.6669921875,1.2783049255885e-4,0.334594310725211,0.737931137172418,0,two.sided,Sen's slope,50,-4.12157640732372e-4,7.93941120458134e-4,non-significant,true,true
01362200,0.226538580823704,0.231591628543244,-0.129795923829079,0.186285570263863,-159,1225,14291.6669921875,-8.51776166191004e-4,-1.32164752736458,0.186285549238115,0,two.sided,Sen's slope,50,-0.00222897087668239,5.23136283000794e-4,non-significant,false,true
01362500,0.188521093992348,0.267344887283829,0.0155102042481303,0.880316972732544,19,1225,14291.6669921875,1.34921128084824e-4,0.150567439826345,0.880316947769583,0,two.sided,Sen's slope,50,-0.00134138891787074,0.00167197749344428,non-significant,true,true
01365000,0.244332075113358,0.335806466522511,-0.0122448978945613,0.906774461269379,-15,1225,14291.6669921875,-9.02624924889283e-5,-0.117108008753824,0.90677446334059,0,two.sided,Sen's slope,50,-0.00127101021830419,0.00101258114245771,non-significant,false,true
01371500,0.197401886262275,0.251557248057552,0.0106122447177768,0.9200439453125,13,1225,14291.6669921875,2.30623060798339e-5,0.100378293217563,0.920044002220843,0,two.sided,Sen's slope,50,-5.19828334966501e-4,5.0963306309597e-4,non-significant,true,true
01372500,0.179624350461894,0.168562843431843,-0.12653061747551,0.197680488228798,-155,1225,14291.6669921875,-4.16908848836811e-4,-1.28818809629206,0.197680494654529,0,two.sided,Sen's slope,50,-0.00117446492917686,2.3752651735965e-4,non-significant,false,true
01375000,0.206003014118207,0.170708571905725,-0.165714278817177,0.0910851359367371,-203,1225,14291.6669921875,-6.71508392267257e-4,-1.68970126916232,0.0910851203409287,0,two.sided,Sen's slope,50,-0.00141508029592708,1.62368963586861e-4,non-significant,false,true
01376800,0.255087879669257,0.300631723878505,0.193469390273094,0.0483696460723877,237,1225,14291.6669921875,0.00198206563240821,1.97410643327875,0.0483696419955999,0,two.sided,Sen's slope,50,1.15673753716829e-5,0.00405406433913196,significant,true,true
01377000,0.308299472233899,0.186772426626922,-0.05795918405056,0.558184623718262,-71,1225,14291.6669921875,-4.84423315619464e-4,-0.58554004376912006,0.558184649422657,0,two.sided,Sen's slope,50,-0.0017335109661161,0.00112304523500479,non-significant,false,true
01377500,0.424324021092786,0.411835689306999,0.157551020383835,0.108262300491333,193,1225,14291.6669921875,0.00150503664352321,1.60605269148101,0.108262333167264,0,two.sided,Sen's slope,50,-3.28884457595667e-4,0.00323015808927217,non-significant,true,true
01378500,0.829722639785422,0.446306815995343,-0.268571436405182,0.00607559643685818,-329,1225,14291.6669921875,-0.00380666195577716,-2.74367334794673,0.00607559608970438,0,two.sided,Sen's slope,50,-0.00725880854750759,-0.00108795746194848,significant,false,true
01379000,0.291846167225584,0.20961728795129,-0.417142868041992,1.98939706024248e-5,-511,1225,14291.6669921875,-0.00116393818518929,-4.26607746174645,1.98939731861538e-5,0,two.sided,Sen's slope,50,-0.00159930087210421,-7.031079353472e-4,significant,false,true
01379500,0.223944151902986,0.160973327920072,-0.490612238645554,5.19642242124974e-7,-601,1225,14291.6669921875,-0.00137243963440214,-5.01891466087817,5.1964226051067e-7,0,two.sided,Sen's slope,50,-0.00183789956609433,-9.67682183506414e-4,significant,false,true
01381000,0.313871252913285,0.267892029009769,-0.170612245798111,0.0818782597780228,-209,1225,14291.6669921875,-5.47906908208879e-4,-1.7398904157711,0.0818782619216012,0,two.sided,Sen's slope,50,-0.00132878003736019,8.32658340821696e-5,non-significant,false,true
01381500,0.418518518518519,0.389417566932832,0.263673454523087,0.00707089900970459,323,1225,14291.6669921875,0.00113410239695902,2.69348420133795,0.00707094964859698,0,two.sided,Sen's slope,50,3.25883608545275e-4,0.0019161363876445,significant,true,true
01383500,0.197984642111564,0.144926774085058,-0.268571436405182,0.00607559643685818,-329,1225,14291.6669921875,-0.00113772535340019,-2.74367334794673,0.00607559608970438,0,two.sided,Sen's slope,50,-0.00194952025755628,-3.71494479269684e-4,significant,false,true
01387500,0.291030982138582,0.25620633974907,-0.0122448978945613,0.906774461269379,-15,1225,14291.6669921875,-6.23369284044963e-5,-0.117108008753824,0.90677446334059,0,two.sided,Sen's slope,50,-9.70055011195687e-4,8.4988430068625e-4,non-significant,false,true
01388000,0.287048931449258,0.226379004744776,-0.129795923829079,0.186285570263863,-159,1225,14291.6669921875,-6.31507686541857e-4,-1.32164752736458,0.186285549238115,0,two.sided,Sen's slope,50,-0.00172671899950289,3.82887137571876e-4,non-significant,false,true
01388500,0.262040125027951,0.213814818976353,-0.119999997317791,0.221984028816223,-147,1225,14291.6669921875,-5.97831522239519e-4,-1.22126923414702,0.221984098056913,0,two.sided,Sen's slope,50,-0.00171919076916787,3.49629888266353e-4,non-significant,false,true
01389500,0.161887101735788,0.11551988051555,-0.154285714030266,0.115813031792641,-189,1225,14291.6669921875,-3.58167478966398e-4,-1.57259326040849,0.115813029236007,0,two.sided,Sen's slope,50,-7.43096729489794e-4,8.53284959903e-5,non-significant,false,true
01391500,0.545490267990465,0.428262004175365,-0.133061230182648,0.175383493304253,-163,1225,14291.6669921875,-9.38478725780356e-4,-1.35510695843711,0.175383482028116,0,two.sided,Sen's slope,50,-0.00208808493763875,3.35272748973793e-4,non-significant,false,true
01393450,1.09556302368355,0.850001537385011,-0.0857142880558968,0.384330332279205,-105,1225,14291.6669921875,-8.89919986448998e-4,-0.86994520788555,0.384330348201332,0,two.sided,Sen's slope,50,-0.00304261256592213,0.00125134200569747,non-significant,false,true
01394500,1.09836897484082,0.778597964085922,-0.389387756586075,6.84320912114345e-5,-477,1225,14291.6669921875,-0.00352963436201609,-3.98167229763002,6.84320872803324e-5,0,two.sided,Sen's slope,50,-0.00505804922034866,-0.0019839751074016,significant,false,true
01395000,0.953239779033812,0.656747978402231,-0.490612238645554,5.19642242124974e-7,-601,1225,14291.6669921875,-0.0048623539934244,-5.01891466087817,5.1964226051067e-7,0,two.sided,Sen's slope,50,-0.00652781005534005,-0.003287790473641,significant,false,true
01396500,0.319481655640002,0.352412763774538,0.182040810585022,0.0633113384246826,223,1225,14291.6669921875,8.73011944214023e-4,1.85699842452492,0.0633113782288064,0,two.sided,Sen's slope,50,-2.12511663307824e-5,0.00184148988005347,non-significant,true,true
01397000,0.348711972738669,0.287385862954453,-0.0351020395755768,0.725345253944397,-43,1225,14291.6669921875,-2.62588401044685e-4,-0.351324026261472,0.725345271990754,0,two.sided,Sen's slope,50,-0.00133065476935857,8.559294051353e-4,non-significant,false,true
01398000,0.907638103235693,0.740666589130543,0.00897959154099226,0.933335781097412,11,1225,14291.6669921875,4.97695954107227e-5,0.0836485776813028,0.933335842841861,0,two.sided,Sen's slope,50,-0.00196601424128343,0.00211211645641807,non-significant,true,true
01399500,0.203671851476041,0.187980629492239,-0.0220408160239458,0.827829360961914,-27,1225,14291.6669921875,-4.35304322402001e-5,-0.217486301971387,0.827829380976393,0,two.sided,Sen's slope,50,-5.35618032455081e-4,4.00798437726689e-4,non-significant,false,true
01400000,0.527618374558304,0.461469356203449,0.0563265308737755,0.569484829902649,69,1225,14291.6669921875,4.71526766862772e-4,0.568810328232859,0.569484864788368,0,two.sided,Sen's slope,50,-8.22951927078134e-4,0.00201187877429165,non-significant,true,true
01400500,0.45810295116489,0.384932282275986,-0.0204081628471613,0.840888917446136,-25,1225,14291.6669921875,-1.13641947896698e-4,-0.200756586435127,0.840888910748716,0,two.sided,Sen's slope,50,-0.00119912121080354,9.83205853870976e-4,non-significant,false,true
01401000,0.775878601222598,0.667080306606998,0.0906122475862503,0.357502460479736,111,1225,14291.6669921875,8.48597939669134e-4,0.920134354494331,0.357502553590208,0,two.sided,Sen's slope,50,-0.00113463347227993,0.00281200993037863,non-significant,true,true
01402000,0.535492775754728,0.394281157073812,-0.0840816348791122,0.393539786338806,-103,1225,14291.6669921875,-4.75064399239292e-4,-0.853215492349289,0.393539813611605,0,two.sided,Sen's slope,50,-0.00156337069398886,7.64518937739226e-4,non-significant,false,true
01403060,0.517549537212864,0.419838951444986,-0.100408166646957,0.307485401630402,-123,1225,14291.6669921875,-4.72031851317001e-4,-1.02051264771189,0.307485394006296,0,two.sided,Sen's slope,50,-0.00145115746918334,4.69204903005029e-4,non-significant,false,true
01405400,0.349239500567537,0.329063158750113,0.252244889736176,0.00998413562774658,309,1225,14291.6669921875,0.00161392141466377,2.57637619258413,0.00998419538549779,0,two.sided,Sen's slope,50,4.31250946089865e-4,0.00279572802119618,significant,true,true
01407500,0.611171605486829,0.537957796854773,0.144489794969559,0.140962839126587,177,1225,14291.6669921875,0.00128444336080193,1.47221496719093,0.140962836913241,0,two.sided,Sen's slope,50,-4.1789322428309e-4,0.00298093810640029,non-significant,true,true
01407705,0.711364810668504,0.465344578215079,0.00734693882986903,0.946646213531494,9,1225,14291.6669921875,4.89852359695433e-5,0.0669188621450423,0.94664629687619,0,two.sided,Sen's slope,50,-0.00183948875605939,0.0018760412956851,non-significant,true,true
01407760,0.771445806082926,0.65116456583362,0.0824489817023277,0.402881622314453,101,1225,14291.6669921875,0.00113960242185505,0.836485776813028,0.402881674992069,0,two.sided,Sen's slope,50,-0.001506674047603,0.00322351641413733,non-significant,true,true
01408000,0.44383445945946,0.35751379995584,0.296326518058777,0.00246119499206543,363,1225,14291.6669921875,0.00189934993133434,3.02807851206316,0.0024611413612515,0,two.sided,Sen's slope,50,6.24668387285229e-4,0.00310624244439927,significant,true,true
01408500,0.122136837806734,0.0964054241503838,0.193469390273094,0.0483696460723877,237,1225,14291.6669921875,3.86450854986943e-4,1.97410643327875,0.0483696419955999,0,two.sided,Sen's slope,50,5.41579365032412e-6,7.11099685663572e-4,significant,true,true
01409400,0.138681860962023,0.0761784538482521,-0.229387760162354,0.0191724859178066,-281,1225,14291.6669921875,-4.69467253860941e-4,-2.3421601750764802,0.0191724847552231,0,two.sided,Sen's slope,50,-8.30023725166637e-4,-7.39719565043478e-5,significant,false,true
01410000,0.160536118132234,0.121616901386826,0.0351020395755768,0.725345253944397,43,1225,14291.6669921875,7.04701112287037e-5,0.351324026261472,0.725345271990754,0,two.sided,Sen's slope,50,-3.67188778326e-4,5.41956350565923e-4,non-significant,true,true
01411000,0.102872945152865,0.121993024015793,0.284897953271866,0.00360310077667236,349,1225,14291.6669921875,5.9074096694275e-4,2.91097050330934,0.00360308030418549,0,two.sided,Sen's slope,50,2.24984482046941e-4,0.00103561363453095,significant,true,true
01411500,0.119143394111247,0.128954044323929,0.144489794969559,0.140962839126587,177,1225,14291.6669921875,3.12161068464737e-4,1.47221496719093,0.140962836913241,0,two.sided,Sen's slope,50,-1.10496418549155e-4,7.7654141417485e-4,non-significant,true,true
01413500,0.224448382302504,0.223072581088171,-0.172244891524315,0.0789825767278671,-211,1225,14291.6669921875,-8.9522372494146e-4,-1.75662013130736,0.078982579263783,0,two.sided,Sen's slope,50,-0.00199501096444292,1.17435296003748e-4,non-significant,false,true
01414500,0.254942767950052,0.333238934701396,0.0514285713434219,0.604024887084961,63,1225,14291.6669921875,3.46228781751109e-4,0.518621181624078,0.604024935149754,0,two.sided,Sen's slope,50,-8.91795560780482e-4,0.00141879807325146,non-significant,true,true
01415000,0.243919446476888,0.234211446967601,-0.118367344141006,0.228381037712097,-145,1225,14291.6669921875,-6.47555858066473e-4,-1.20453951861076,0.228381117309063,0,two.sided,Sen's slope,50,-0.00173509110342238,4.81463984122415e-4,non-significant,false,true
01417000,0.244461417448502,0.113620186576306,-0.20653061568737,0.0350358113646507,-253,1225,14291.6669921875,-0.00234884282914718,-2.10794415756883,0.0350358200268029,0,two.sided,Sen's slope,50,-0.00419241220714409,-1.45788994159013e-4,significant,false,true
01420500,0.280017199828002,0.333411364954719,-0.00897959154099226,0.933335840702057,-11,1225,14291.6669921875,-1.72308134224984e-5,-0.0836485776813028,0.933335842841861,0,two.sided,Sen's slope,50,-0.00114435779186173,0.00115493111903325,non-significant,false,true
01421000,0.233919008886445,0.240317308474724,-0.146122455596924,0.136501953005791,-179,1225,14291.6669921875,-7.2551903612661e-4,-1.48894468272719,0.136501935965376,0,two.sided,Sen's slope,50,-0.00164251049141069,1.89897091025701e-4,non-significant,false,true
01423000,0.218806738344464,0.240370209727062,-0.216326534748077,0.0272217970341444,-265,1225,14291.6669921875,-0.00118053441155847,-2.2083224507864,0.0272218033869392,0,two.sided,Sen's slope,50,-0.00209436970931759,-1.450485510445e-4,significant,false,true
01425000,0.167007559357629,0.0748343092465092,-0.516734719276428,1.24617500318891e-7,-633,1225,14291.6669921875,-0.00250309174442907,-5.28659010945834,1.24617443604005e-7,0,two.sided,Sen's slope,50,-0.00323116332461532,-0.0017421561498155,significant,false,true
01426500,0.169219731637323,0.138180012442993,-0.376326531171799,1.19166470540222e-4,-461,1225,14291.6669921875,-0.00132224138407129,-3.84783457333993,1.19166473030526e-4,0,two.sided,Sen's slope,50,-0.002001693871929,-6.66763263186479e-4,significant,false,true
01428500,0.19118884537573,0.204427175939812,-0.178775504231453,0.0682217925786972,-219,1225,14291.6669921875,-6.3387933794063e-4,-1.8235389934524,0.0682217968480001,0,two.sided,Sen's slope,50,-0.00135139688962478,8.50033757115264e-5,non-significant,false,true
01429000,0.175764715884593,0.178863285472684,-0.0351020395755768,0.725345253944397,-43,1225,14291.6669921875,-1.91160596168479e-4,-0.351324026261472,0.725345271990754,0,two.sided,Sen's slope,50,-0.00108370552534696,7.24157261392594e-4,non-significant,false,true
01429500,0.29560626245096,0.358721257896636,0.0530612245202065,0.5924072265625,65,1225,14291.6669921875,2.62042006479478e-4,0.535350897160338,0.592407237522452,0,two.sided,Sen's slope,50,-5.79581193339222e-4,0.00110142914893139,non-significant,true,true
01431500,0.221988835272968,0.266354887573077,0.0514285713434219,0.604024887084961,63,1225,14291.6669921875,3.00850853554537e-4,0.518621181624078,0.604024935149754,0,two.sided,Sen's slope,50,-6.09722649982757e-4,0.00121557943828505,non-significant,true,true
01434000,0.173074517847762,0.193813763690144,-0.157551020383835,0.108262345194817,-193,1225,14291.6669921875,-4.66706115026168e-4,-1.60605269148101,0.108262333167264,0,two.sided,Sen's slope,50,-0.0010900303014274,1.10963519730455e-4,non-significant,false,true
01435000,0.295754960649063,0.387311688243919,-0.0873469412326813,0.375253915786743,-107,1225,14291.6669921875,-6.8060521698005e-4,-0.88667492342181,0.375253943032718,0,two.sided,Sen's slope,50,-0.00220044974686013,8.43354464827068e-4,non-significant,false,true
01436000,0.0769694485302983,0.190836388832751,0.0334693863987923,0.737931132316589,41,1225,14291.6669921875,5.53268437769563e-4,0.334594310725211,0.737931137172418,0,two.sided,Sen's slope,50,-0.00222400501002077,0.0033377421599058,non-significant,true,true
01437500,0.15091285123377501,0.218581777305939,-0.05795918405056,0.558184623718262,-71,1225,14291.6669921875,-2.38614377473286e-4,-0.58554004376912006,0.558184649422657,0,two.sided,Sen's slope,50,-9.50830830358599e-4,5.33720766176667e-4,non-significant,false,true
01438500,0.159675067467572,0.184739944537604,-0.172244891524315,0.0789825767278671,-211,1225,14291.6669921875,-5.40970507893812e-4,-1.75662013130736,0.078982579263783,0,two.sided,Sen's slope,50,-0.001018262257583,9.68262186437705e-5,non-significant,false,true
01439500,0.173847762256429,0.192918170839603,-0.061224490404129,0.535916686058044,-75,1225,14291.6669921875,-1.40036694444502e-4,-0.618999474841641,0.5359167048477,0,two.sided,Sen's slope,50,-6.45912747125182e-4,3.42087224066947e-4,non-significant,false,true
01440000,0.234831142215536,0.264758056418511,-0.00244897953234613,0.986652255058289,-3,1225,14291.6669921875,-2.77182217141246e-5,-0.0167297155362606,0.986652240905891,0,two.sided,Sen's slope,50,-8.219821374628e-4,7.70601323158956e-4,non-significant,false,true
01440400,0.207618196415857,0.257335710011966,-0.061224490404129,0.535916686058044,-75,1225,14291.6669921875,-3.296193034424e-4,-0.618999474841641,0.5359167048477,0,two.sided,Sen's slope,50,-0.0012118177239565,6.41859641671461e-4,non-significant,false,true
01442500,0.212235742922237,0.274155382417424,0.0808163285255432,0.412355184555054,99,1225,14291.6669921875,3.9053799354257e-4,0.819756061276768,0.412355183890253,0,two.sided,Sen's slope,50,-3.82568499518443e-4,0.00124788347297386,non-significant,true,true
01443900,0.209167718292493,0.223303536173712,-0.119999997317791,0.221984028816223,-147,1225,14291.6669921875,-6.71622182097529e-4,-1.22126923414702,0.221984098056913,0,two.sided,Sen's slope,50,-0.00163750310893068,3.48703965613858e-4,non-significant,false,true
01445500,0.170029509129855,0.178127451599232,0.0432653054594994,0.663582324981689,53,1225,14291.6669921875,1.01967547222974e-4,0.434972603942775,0.663582313144632,0,two.sided,Sen's slope,50,-3.21506781799369e-4,4.58008252700333e-4,non-significant,true,true
01446500,0.13963889224085901,0.156654479558574,-0.180408164858818,0.0657287985086441,-221,1225,14291.6669921875,-4.49060464174295e-4,-1.84026870898866,0.0657287969290145,0,two.sided,Sen's slope,50,-8.61359761594265e-4,1.54656958478577e-5,non-significant,false,true
01447500,0.198151238168367,0.266973775776645,-0.0857142880558968,0.384330332279205,-105,1225,14291.6669921875,-4.29987848346249e-4,-0.86994520788555,0.384330348201332,0,two.sided,Sen's slope,50,-0.001328835559047,4.08325392164421e-4,non-significant,false,true
01447680,0.148519576791724,0.193147579438594,0.0367346927523613,0.712833166122437,45,1225,14291.6669921875,7.59524952415001e-5,0.368053741797733,0.712833162190734,0,two.sided,Sen's slope,50,-4.08523355183527e-4,5.76109225021348e-4,non-significant,true,true
01447720,0.196852643818608,0.271808285619746,-0.0318367332220078,0.750587642192841,-39,1225,14291.6669921875,-1.32129327425715e-4,-0.317864595188951,0.75058764974237,0,two.sided,Sen's slope,50,-9.23866300454553e-4,6.62903471138652e-4,non-significant,false,true
01447800,0.216409762221564,0.282829872272701,0.0987755134701729,0.315483331680298,121,1225,14291.6669921875,2.9999139746429e-4,1.00378293217563,0.315483252916377,0,two.sided,Sen's slope,50,-3.383249077045e-4,9.62155222229242e-4,non-significant,true,true
01449360,0.150936755468919,0.200068777480288,0.10530611872673,0.284303545951843,129,1225,14291.6669921875,4.19779523930695e-4,1.07070179432068,0.284303535743958,0,two.sided,Sen's slope,50,-2.23231222639905e-4,0.00109458653944073,non-significant,true,true
01449800,0.194535857057667,0.190617346938776,0.180408164858818,0.0657287836074829,221,1225,14291.6669921875,6.95754562898083e-4,1.84026870898866,0.0657287969290145,0,two.sided,Sen's slope,50,-4.05906462620238e-5,0.00128192286639787,non-significant,true,true
01450500,0.212350252442267,0.272712153269528,0.0824489817023277,0.402881622314453,101,1225,14291.6669921875,3.44425342307169e-4,0.836485776813028,0.402881674992069,0,two.sided,Sen's slope,50,-4.438849307965e-4,0.00118247945598157,non-significant,true,true
01451000,0.18379796096002,0.183516868587893,-0.151020407676697,0.123771652579308,-185,1225,14291.6669921875,-2.6920288530585e-4,-1.53913382933597,0.123771627769974,0,two.sided,Sen's slope,50,-7.12075034493437e-4,1.3211738846493e-4,non-significant,false,true
01451500,0.221452271855179,0.333940015078692,0.253877550363541,0.00951135158538818,311,1225,14291.6669921875,0.001547577106173,2.59310590812039,0.00951134759684831,0,two.sided,Sen's slope,50,4.16608205426235e-4,0.00268979844114143,significant,true,true
01451800,0.41707561342013,0.387374706024465,-0.0171428564935923,0.867136240005493,-21,1225,14291.6669921875,-1.25431038936577e-4,-0.167297155362606,0.867136242289505,0,two.sided,Sen's slope,50,-0.00111881708542177,0.00102613439888934,non-significant,false,true
01452000,0.350868626162081,0.381695679142316,-0.121632650494576,0.215716481208801,-149,1225,14291.6669921875,-7.54906633322039e-4,-1.23799894968328,0.215716450276169,0,two.sided,Sen's slope,50,-0.00209796732850211,4.65397543773764e-4,non-significant,false,true
01452500,0.138129867894488,0.222674899235415,0.278367340564728,0.00445437431335449,341,1225,14291.6669921875,0.00130343026633337,2.8440516411643,0.00445438277943411,0,two.sided,Sen's slope,50,4.19268498917653e-4,0.00197423472933897,significant,true,true
01453000,0.20072644986569,0.191981365422529,-0.0448979586362839,0.651483416557312,-55,1225,14291.6669921875,-9.54910268979693e-5,-0.451702319479035,0.651483447052109,0,two.sided,Sen's slope,50,-6.05094643968e-4,3.47880978207875e-4,non-significant,false,true
01457000,0.160964523490692,0.167973701211085,0.0514285713434219,0.604024887084961,63,1225,14291.6669921875,1.39275594741348e-4,0.518621181624078,0.604024935149754,0,two.sided,Sen's slope,50,-3.82008308784081e-4,6.32235453296345e-4,non-significant,true,true
01459500,0.809093731041847,0.547850097286572,0.0383673459291458,0.700397849082947,47,1225,14291.6669921875,3.78293396594386e-4,0.384783457333993,0.700397856394209,0,two.sided,Sen's slope,50,-0.00140580197352928,0.00230973374325394,non-significant,true,true
01463500,0.144564196509109,0.143867891582815,-0.124897956848145,0.20356559753418,-153,1225,14291.6669921875,-1.81147206648743e-4,-1.2714583807558,0.203565624695496,0,two.sided,Sen's slope,50,-5.32968837418735e-4,1.41313434234999e-4,non-significant,false,true
01464000,0.395976813068997,0.33368224213815,0.0138775510713458,0.89353084564209,17,1225,14291.6669921875,6.85763176666193e-5,0.133837724290085,0.893530895868823,0,two.sided,Sen's slope,50,-6.83261399440936e-4,9.04140235389122e-4,non-significant,true,true
01464500,0.414727778276079,0.373306595039266,0.155918374657631,0.111987471580505,191,1225,14291.6669921875,9.55170194531713e-4,1.58932297594475,0.111987494112961,0,two.sided,Sen's slope,50,-3.58337441972582e-4,0.00229746769547379,non-significant,true,true
01465798,1.02810826989925,0.984024430798079,0.0661224499344826,0.503375172615051,81,1225,14291.6669921875,7.5467933651933e-4,0.669188621450423,0.503375163703577,0,two.sided,Sen's slope,50,-0.00122687846009319,0.00293246921542316,non-significant,true,true
01466500,0.103002442177848,0.0501990059225686,-0.234285712242126,0.0167409051209688,-287,1225,14291.6669921875,-7.005066477742e-4,-2.39234932168526,0.0167409004574302,0,two.sided,Sen's slope,50,-0.00131862318218331,-1.37418103633762e-4,significant,false,true
01467000,0.170828874804511,0.110184885227693,-0.0187755096703768,0.853992342948914,-23,1225,14291.6669921875,-3.61709716391764e-5,-0.184026870898866,0.853992374978471,0,two.sided,Sen's slope,50,-5.08207141640963e-4,4.73816809423e-4,non-significant,false,true
01467048,0.675740424639894,0.659331039352318,0.0302040819078684,0.763311624526978,37,1225,14291.6669921875,3.15508572292554e-4,0.30113487965269,0.763311644610786,0,two.sided,Sen's slope,50,-0.00159196979013951,0.00225441857403004,non-significant,true,true
01467150,0.676672630951128,0.644058121991171,0.379591822624207,1.03950500488281e-4,465,1225,14291.6669921875,0.00458739592059777,3.88129400441245,1.03902139772029e-4,0,two.sided,Sen's slope,50,0.00234596349128237,0.00629604673006578,significant,true,true
01469500,0.224193976383176,0.217640202380914,-0.227755099534988,0.0200489573180676,-279,1225,14291.6669921875,-7.09819683649301e-4,-2.32543045954022,0.0200489543378074,0,two.sided,Sen's slope,50,-0.00139875113005048,-1.4532112167525e-4,significant,false,true
01470500,0.234677264053501,0.264269322598342,-0.0693877562880516,0.482275068759918,-85,1225,14291.6669921875,-2.04261345839144e-4,-0.702648052522944,0.482275108504501,0,two.sided,Sen's slope,50,-9.95138187995522e-4,3.77130378330417e-4,non-significant,false,true
01470960,0.285151782008847,0.211319264921799,-0.180408164858818,0.0657287985086441,-221,1225,14291.6669921875,-6.783250473555e-4,-1.84026870898866,0.0657287969290145,0,two.sided,Sen's slope,50,-0.00137982432893023,7.91818560213448e-5,non-significant,false,true
01471000,0.25907777668341,0.206625240615096,-0.10530611872673,0.284303545951843,-129,1225,14291.6669921875,-4.15767016875906e-4,-1.07070179432068,0.284303535743958,0,two.sided,Sen's slope,50,-9.87624976928111e-4,2.87847617821498e-4,non-significant,false,true
01472000,0.262185537045106,0.227048523490267,-0.129795923829079,0.186285570263863,-159,1225,14291.6669921875,-3.38814650644827e-4,-1.32164752736458,0.186285549238115,0,two.sided,Sen's slope,50,-9.9699518872328e-4,1.55617475017622e-4,non-significant,false,true
01472157,0.500499722376457,0.462575895657526,0.0269387755542994,0.788949131965637,33,1225,14291.6669921875,1.9353349915104e-4,0.267675448580169,0.788949149586739,0,two.sided,Sen's slope,50,-0.00131250016496636,0.0016199899432841,non-significant,true,true
01473000,0.724037482175596,0.711771717840058,0.0187755096703768,0.853992342948914,23,1225,14291.6669921875,2.95936088911601e-4,0.184026870898866,0.853992374978471,0,two.sided,Sen's slope,50,-0.00153073591438618,0.00239523545236881,non-significant,true,true
01474000,0.6886525777359,0.618548926328251,-0.0383673459291458,0.700397849082947,-47,1225,14291.6669921875,-4.69476042006752e-4,-0.384783457333993,0.700397856394209,0,two.sided,Sen's slope,50,-0.00218094559301335,0.00165843967280913,non-significant,false,true
01474500,0.379242315037432,0.28706356927289,-0.0693877562880516,0.482275068759918,-85,1225,14291.6669921875,-2.83630696822828e-4,-0.702648052522944,0.482275108504501,0,two.sided,Sen's slope,50,-0.00104013899103073,5.2309285395111e-4,non-significant,false,true
01477120,0.536778766029858,0.460857186051199,0.129795923829079,0.186285614967346,159,1225,14291.6669921875,0.00135645030908283,1.32164752736458,0.186285549238115,0,two.sided,Sen's slope,50,-6.76349188667356e-4,0.00302401573978966,non-significant,true,true
01477800,1.30611196712892,1.2813086733598,-0.0204081628471613,0.840888917446136,-25,1225,14291.6669921875,-3.89109914363531e-4,-0.200756586435127,0.840888910748716,0,two.sided,Sen's slope,50,-0.00260422850442621,0.00233863000466923,non-significant,false,true
01478000,0.791138533981469,0.991570607010277,-0.219591841101646,0.0249754693359137,-269,1225,14291.6669921875,-0.0022099960842494,-2.24178188185892,0.0249754727739968,0,two.sided,Sen's slope,50,-0.00409794167173777,-3.6889667934757e-4,significant,false,true
01479000,0.603859206826336,0.646366170230468,-8.16326530184597e-4,1,-1,1225,14291.6669921875,-2.69111501856566e-5,0,1,0,two.sided,Sen's slope,50,-0.00171154783299303,0.00192628997064553,non-significant,false,true
