site_no,estimates,statistic,p.value,null.value,alternative,data.name,method,parameter,conf.int,conf.int2
01411000,0.00059074096694275,2.91097050330934,0.00360308030418549,0,two.sided,trend_timeSeries,Sen's slope,50,0.000224984482046941,0.00103561363453095
01411500,0.000312161068464737,1.47221496719093,0.140962836913241,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000110496418549155,0.00077654141417485
01413500,-0.00089522372494146,-1.75662013130736,0.078982579263783,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00199501096444292,0.000117435296003748
01414500,0.000346228781751109,0.518621181624078,0.604024935149754,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000891795560780482,0.00141879807325146
01415000,-0.000647555858066473,-1.20453951861076,0.228381117309063,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00173509110342238,0.000481463984122415
01417000,-0.00234884282914718,-2.10794415756883,0.0350358200268029,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00419241220714409,-0.000145788994159013
01420500,-0.0000172308134224984,-0.0836485776813028,0.933335842841861,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00114435779186173,0.00115493111903325
01421000,-0.00072551903612661,-1.48894468272719,0.136501935965376,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00164251049141069,0.000189897091025701
01423000,-0.00118053441155847,-2.2083224507864,0.0272218033869392,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00209436970931759,-0.0001450485510445
01425000,-0.00250309174442907,-5.28659010945834,0.000000124617443604005,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00323116332461532,-0.0017421561498155
01426500,-0.00132224138407129,-3.84783457333993,0.000119166473030526,0,two.sided,trend_timeSeries,Sen's slope,50,-0.002001693871929,-0.000666763263186479
01428500,-0.00063387933794063,-1.8235389934524,0.0682217968480001,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00135139688962478,0.0000850033757115264
01429000,-0.000191160596168479,-0.351324026261472,0.725345271990754,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00108370552534696,0.000724157261392594
01429500,0.000262042006479478,0.535350897160338,0.592407237522452,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000579581193339222,0.00110142914893139
01431500,0.000300850853554537,0.518621181624078,0.604024935149754,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000609722649982757,0.00121557943828505
01434000,-0.000466706115026168,-1.60605269148101,0.108262333167264,0,two.sided,trend_timeSeries,Sen's slope,50,-0.0010900303014274,0.000110963519730455
01435000,-0.00068060521698005,-0.88667492342181,0.375253943032718,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00220044974686013,0.000843354464827068
01436000,0.000553268437769563,0.334594310725211,0.737931137172418,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00222400501002077,0.0033377421599058
01437500,-0.000238614377473286,-0.58554004376912,0.558184649422657,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000950830830358599,0.000533720766176667
01438500,-0.000540970507893812,-1.75662013130736,0.078982579263783,0,two.sided,trend_timeSeries,Sen's slope,50,-0.001018262257583,0.0000968262186437705
01439500,-0.000140036694444502,-0.618999474841641,0.5359167048477,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000645912747125182,0.000342087224066947
01440000,-0.0000277182217141246,-0.0167297155362606,0.986652240905891,0,two.sided,trend_timeSeries,Sen's slope,50,-0.0008219821374628,0.000770601323158956
01440400,-0.0003296193034424,-0.618999474841641,0.5359167048477,0,two.sided,trend_timeSeries,Sen's slope,50,-0.0012118177239565,0.000641859641671461
01442500,0.00039053799354257,0.819756061276768,0.412355183890253,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000382568499518443,0.00124788347297386
01443900,-0.000671622182097529,-1.22126923414702,0.221984098056913,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00163750310893068,0.000348703965613858
01445500,0.000101967547222974,0.434972603942775,0.663582313144632,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000321506781799369,0.000458008252700333
